LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-84.9187342,40.779416,2288,N 100 E,,DECATUR,,IN,46733,,ab1fbfa132633ed9
-84.9246466,40.816676,433,GAGE ST,,DECATUR,,IN,46733,,5fac0b3277a51fb9
-84.9248923,40.8166738,439,GAGE ST,,DECATUR,,IN,46733,,2959083e9a895b8a
-84.9251379,40.8166716,445,GAGE ST,,DECATUR,,IN,46733,,a6a0676d364db0f8
-84.9437659,40.824046,1819,PATTERSON ST,,DECATUR,,IN,46733,,d50d29f7caf031cb
-84.9382581,40.8244572,410,S 13TH,,DECATUR,,IN,46733,,0c510f098d327ad6
-84.9346532,40.813527,1332,VILLAGE GREEN BLVD,,DECATUR,,IN,46733,,8000a24ac8ff18a7
-85.0153769,40.8388549,6470,N 400 W,,DECATUR,,IN,46733,,536ffecfae459524
-85.0157021,40.8388526,,N 400 W,,DECATUR,,IN,46733,,ca6451c51b322fab
-84.9252756,40.8260348,338,S 3RD ST,,DECATUR,,IN,46733,,535678b8523656bc
-84.9339189,40.8293009,121,N 10TH ST,,DECATUR,,IN,46733,,78249dc898bca2a6
-85.0141561,40.8322358,3939,W US HIGHWAY 224,,DECATUR,,IN,46733,,bd3a333b4b4a405e
-85.0143368,40.832236,3955,W US HIGHWAY 224,,DECATUR,,IN,46733,,aeea32c3dd0b18dc
-85.0147448,40.8324037,6025,N 400 W,,DECATUR,,IN,46733,,d089794155596f6b
-85.0075752,40.9139276,11730,N 350 W,,DECATUR,,IN,46733,,b2e4cf06b5830d75
-85.0048647,40.9151673,3390,W 1175 N,,DECATUR,,IN,46733,,232da7d4694ec017
-84.9905512,40.8396859,2727,W 650 N,,DECATUR,,IN,46733,,49debed6e6a452e1
-85.0147441,40.8333636,6141,N 400 W,,DECATUR,,IN,46733,,de898242c1d41f35
-84.899635,40.8593866,7811,N 200 E,,DECATUR,,IN,46733,,751a8ce65728d440
-84.9414308,40.8595205,128,CHAPEL CHASE DR,,DECATUR,,IN,46733,,d021d3beb400aaf4
-84.9034697,40.8341697,6240,N PIQUA RD,,DECATUR,,IN,46733,,a97dd7b90b015ec7
-84.9346682,40.8350051,627,N 10TH ST,,DECATUR,,IN,46733,,81f57d2a42fbf6b0
-84.9261975,40.8348453,434,N 3RD ST,,DECATUR,,IN,46733,,123dafe4994892bb
-84.9031829,40.8345648,6207,N PIQUA RD,,DECATUR,,IN,46733,,46e790a1fac9e546
-84.9005168,40.8087787,4354,N 200 E,,DECATUR,,IN,46733,,dc75f5c62bf53816
-84.9355787,40.8411953,1112,MIX AVE,,DECATUR,,IN,46733,,cf19fb37c6568390
-84.9355807,40.8410141,1104,MIX AVE,,DECATUR,,IN,46733,,60019f9bec8a772f
-84.9472726,40.8288078,,N 50 W,,DECATUR,,IN,46733,,7216c0d73872bdb1
-84.8814208,40.8277498,5628,N 300 E,,DECATUR,,IN,46733,,959ade03be6f60ac
-84.9181984,40.8324374,403,SUNSET LN,,DECATUR,,IN,46733,,1c93d8793409f4f4
-84.9378166,40.8289807,,13TH & MONROE,,DECATUR,,IN,46733,,36a0e60f44a28117
-84.9433392,40.8290398,205,OAKRIDGE PL,,DECATUR,,IN,46733,,2cd6388d7a34cb70
-84.9060288,40.8323193,115,FREMONT LN,,DECATUR,,IN,46733,,9d0f1a67f71b8bd5
-84.9029333,40.8323792,903,YORKTOWN RD,,DECATUR,,IN,46733,,9936f957b11987f7
-84.9545349,40.6084644,,S US HIGHWAY 27,,GENEVA,,IN,46740,,a07af74458eee737
-84.9119471,40.8202664,960,PARKVIEW DR,,DECATUR,,IN,46733,,7dab05b90f8584a2
-84.9269896,40.8204496,912,WINCHESTER ST,,DECATUR,,IN,46733,,1ba73c6d32dade21
-84.9424172,40.8168144,1156,OAK GROVE PL,,DECATUR,,IN,46733,,bda0d531db500a09
-84.9424247,40.8171417,1130,OAK GROVE PL,,DECATUR,,IN,46733,,174eb02a9cbba35f
-84.938289,40.8549358,,N PIQUA RD,,DECATUR,,IN,46733,,fe72638ce5563c4a
-84.8963805,40.8551603,,LAKESIDE DR,,DECATUR,,IN,46733,,e9eb4d9977b203c2
-84.9593604,40.8555726,7606,N BARRINGTON RD,,DECATUR,,IN,46733,,e90b1f336b07afc6
-84.9398256,40.8574728,170,W HONEYSUCKLE LN,,DECATUR,,IN,46733,,7983336592da954b
-84.8840812,40.8570361,7580,N 300 E,,DECATUR,,IN,46733,,f697fbdfe4e8aa35
-84.9400927,40.8607946,123,CHAPEL CHASE DR,,DECATUR,,IN,46733,,e51cc35ffa9da50a
-84.9421841,40.8607068,,CHAPEL CHASE DR,,DECATUR,,IN,46733,,4d2a0efe0a7dd1d1
-84.9805273,40.8772066,9100,NW WINCHESTER RD,,DECATUR,,IN,46733,,14290675ebec5c07
-84.9343318,40.7109205,2425,S 000 RD,,MONROE,,IN,46772,,b6269696f18b7fff
-84.982257,40.7101182,2295,W 250 S,,BERNE,,IN,46711,,1b31a2a7bb4abcd1
-84.9283884,40.8367261,716,N 5TH,,DECATUR,,IN,46733,,d990043f53e08f0e
-84.8912557,40.6104816,9263,S 225 E,,GENEVA,,IN,46740,,536ba41cdb3c5fe2
-84.809302,40.6801984,,S 675 E,,BERNE,,IN,46711,,d12ce25d2a39ba51
-84.8821418,40.6032905,9907,S 275 E,,GENEVA,,IN,46740,,de5c15e79665827e
-84.940519,40.7399277,,S 000 RD,,MONROE,,IN,46772,,07556e84000490cd
-84.9397584,40.7416976,107,W WALNUT ST,,MONROE,,IN,46772,,e61b4a03d3a6e36a
-84.9432571,40.7398005,429,MERIDIAN AVE,,MONROE,,IN,46772,,4ca1a66be1f9de05
-84.943263,40.73954,433,MERIDIAN AVE,,MONROE,,IN,46772,,3e46eec28441a906
-85.0695483,40.748364,451,N 700 W,,DECATUR,,IN,46733,,0a2abdfd89ac51b5
-85.0662786,40.7435989,6765,W STATE ROAD 124,,DECATUR,,IN,46733,,13f64d6c9c25bc21
-84.9418314,40.8433826,1532,YORKSHIRE DR,,DECATUR,,IN,46733,,2ec51b3bb1d6dd3c
-84.9421503,40.8437668,1208,CANTERBURY DR,,DECATUR,,IN,46733,,c239543325406869
-84.9409364,40.8451352,120,ROCHESTER CT,,DECATUR,,IN,46733,,0d71d887e6a7a0af
-84.941528,40.8442692,108,BERKLEY CT,,DECATUR,,IN,46733,,0f53c7ff80536112
-84.9427618,40.8434192,1215,CANTERBURY DR,,DECATUR,,IN,46733,,30e7497c5c975965
-84.9403409,40.8442757,132,BERKLEY CT,,DECATUR,,IN,46733,,7d24022e7bac3336
-84.9403449,40.8446128,133,ROCHESTER CT,,DECATUR,,IN,46733,,f5198e9f495a1643
-84.9408415,40.8476404,114,RIVERSIDE CT,,DECATUR,,IN,46733,,006cc4023c9fe3d7
-84.9300462,40.8463433,1239,N MONMOUTH RD,,DECATUR,,IN,46733,,586c2c9f694c068d
-84.9137264,40.818575,1016,MERCER AVE,,DECATUR,,IN,46733,,b8d60695b2b22337
-84.9142181,40.8190256,952,MERCER AVE,,DECATUR,,IN,46733,,a140ca7eb9a94fb0
-85.0610839,40.7426804,6556,W STATE ROAD 124,,DECATUR,,IN,46733,,b209d439f24da77e
-84.9095418,40.5763831,,S 100 E,,GENEVA,,IN,46740,,c6fd2786e0fd555a
-84.9297985,40.5871124,270,E 1050 S,,GENEVA,,IN,46740,,a8622d3dfcf9436a
-84.8677107,40.5719993,,E 1200 S,,BRYANT,,IN,47326,,c8e5f4a426a61ad6
-84.9410654,40.5804054,,W 1125 S,,GENEVA,,IN,46740,,c4ae6ef2d658cac2
-84.9285241,40.5944852,,S 25 E,,GENEVA,,IN,46740,,7714c92196aa237f
-85.029547,40.9013521,,NW WINCHESTER RD,,DECATUR,,IN,46733,,d67c10bf2ee6bd73
-85.0636707,40.8174954,,W 500 N,,DECATUR,,IN,46733,,8cd0bb33b2198176
-85.0521876,40.8617117,,N 600 W,,DECATUR,,IN,46733,,5b4d947aa726a8b8
-85.047286,40.862783,,N 600 W,,DECATUR,,IN,46733,,faa8080c66ea8587
-85.0526975,40.7393305,,S 600 W,,DECATUR,,IN,46733,,20602ef1ea2c2729
-85.0579247,40.7081872,,S 650 W,,BLUFFTON,,IN,46714,,5280267f91e41ff8
-85.0501649,40.6704082,,SW STATE ROAD 116,,BERNE,,IN,46711,,9878e8b958fa4b6f
-85.0534845,40.6716329,,SW STATE ROAD 116,,BERNE,,IN,46711,,a2ef63184886e949
-85.037917,40.5793002,11285,S 550 W,,GENEVA,,IN,46740,,653e70728e843581
-85.042681,40.6027147,,S 550 W,,GENEVA,,IN,46740,,77c89f92c57e265e
-85.0308138,40.6266499,4928,W 800 S,,GENEVA,,IN,46740,,45f4aa2d4defaa3a
-85.0410364,40.6438595,6855,S 550 W,,GENEVA,,IN,46740,,677c6c80ab4ece40
-85.0438591,40.7099732,,W 200 S-1,,BLUFFTON,,IN,46714,,dec257a8987dbd3f
-85.0313289,40.6872714,,S 500 W,,BERNE,,IN,46711,,12cfc54c1ead34b0
-84.8325319,40.7721813,,,, ,, , ,,f05e5b946dc4dd17
-84.8405803,40.8121913,,,, ,, , ,,eb262b8db17ca33e
-84.9371288,40.7976852,,,, ,, , ,,b46bcfaab0a85529
-84.9313766,40.8411107,,,, ,, , ,,fafde615f3f7b527
-84.9366787,40.8411038,,,, ,, , ,,33ab513cf7789e86
-85.0408576,40.6927282,5555,W 350 S,,BERNE,,IN,46711,,38285857f37412de
-85.0479211,40.7815109,,N 600 W,,DECATUR,,IN,46733,,06650f8a404fb61b
-85.0464647,40.7559955,,W 100 N,,DECATUR,,IN,46733,,9c22e3c3c9167a6e
-85.0408072,40.7836238,,W 300 N,,DECATUR,,IN,46733,,a41284dff7ef6b6a
-85.0488602,40.8810218,,N 600 W,,DECATUR,,IN,46733,,1c454b304e7ea9af
-85.0474917,40.8149154,,W 500 N,,DECATUR,,IN,46733,,6e74d7c53a09b6eb
-85.0237551,40.8193811,5233,N 450 W,,DECATUR,,IN,46733,,beaba5a0f0420566
-85.038993,40.8360262,,N 500 W,,DECATUR,,IN,46733,,66f2cb6338a67bb8
-85.0518077,40.8856988,9969,N 600 W,,DECATUR,,IN,46733,,5ae1fef00801d402
-85.022199,40.842837,6901,N 450 W,,DECATUR,,IN,46733,,b5e8f981e64c26a5
-85.0183284,40.9012907,,NW WINCHESTER RD,,DECATUR,,IN,46733,,9c8c4eec943d7b66
-85.0132151,40.8793366,,N 400 W,,DECATUR,,IN,46733,,0c6ea508fab729c9
-85.0295307,40.8480002,,W 750 N,,DECATUR,,IN,46733,,7dd7d5e65b5ecba5
-85.0141266,40.806251,4301,N 400 W,,DECATUR,,IN,46733,,0624cbb65de70a5b
-85.0290531,40.8178612,,W 500 N,,DECATUR,,IN,46733,,b4809b81a7d4f8ce
-85.0297609,40.7609657,,N 500 W,,DECATUR,,IN,46733,,4da10fee4a5858ff
-85.0292168,40.7852005,,W 300 N,,DECATUR,,IN,46733,,9f54f2ab29c09b20
-85.0140615,40.7777138,2335,N 400 W,,DECATUR,,IN,46733,,caed793b2c6c7069
-85.0313636,40.7630511,1353,N 500 W,,DECATUR,,IN,46733,,adec9ef2a5ef5306
-85.0214033,40.6881144,3895,S 450 W,,BERNE,,IN,46711,,3472c616058c2883
-85.0184689,40.6944602,,W 350 S,,BERNE,,IN,46711,,93b8353dd124086c
-85.0304401,40.6130574,4919,W 900 S,,GENEVA,,IN,46740,,12c257a3e7855e4c
-85.0250804,40.6558278,,W STATE ROAD 218,,BERNE,,IN,46711,,31f05d5061bdc292
-85.0253623,40.655813,4620,W STATE ROAD 218,,BERNE,,IN,46711,,75683c5ceaf75bf0
-85.0248272,40.6434081,,S 500 W,,BERNE,,IN,46711,,585cb63c1be47d80
-85.0185715,40.6145754,,W 900 S,,GENEVA,,IN,46740,,70943c2c44d8c071
-84.9906068,40.6962034,2841,W 350 S,,BERNE,,IN,46711,,4453fb2b06e2b5f6
-84.996695,40.6966,,S 300 W,,BERNE,,IN,46711,,84e2d4184494d431
-85.0192759,40.5947235,,W STATE ROAD 116,,GENEVA,,IN,46740,,32b67a4b2c5f878c
-85.0239766,40.5944863,4611,W STATE ROAD 116,,GENEVA,,IN,46740,,54b422c23cb91dd3
-84.9947778,40.5732969,,S 300 W,,GENEVA,,IN,46740,,4ba8d4275ec46bb6
-85.0003035,40.5891092,,W STATE ROAD 116,,GENEVA,,IN,46740,,c9cfd29c4a8c94c4
-85.0047923,40.609763,,W 900 S,,GENEVA,,IN,46740,,07e1da6f7d84baa6
-84.9966614,40.6343339,3122,W 750 S,,GENEVA,,IN,46740,,3e3e0ccf87cc19dd
-85.0058906,40.6716574,,W 500 S,,BERNE,,IN,46711,,93794d56ca90f899
-85.0048027,40.6711924,3535,W 500 S,,BERNE,,IN,46711,,2f7158bfda9b89c8
-85.0106499,40.7434646,3844,W STATE ROAD 124,,MONROE,,IN,46772,,ce488097a9f71c6e
-84.996883,40.7324182,3101,W 100 S,,MONROE,,IN,46772,,507822964ca2ed76
-84.9967466,40.7019914,,S 300 W,,MONROE,,IN,46772,,2d13a38ee789452e
-85.0087224,40.7566668,3888,W 100 N,,DECATUR,,IN,46733,,43849c6acb828d56
-85.0007908,40.7941159,,N 300 W,,DECATUR,,IN,46733,,2f582e86e1c2f7e7
-85.0003903,40.7923486,,N 300 W,,DECATUR,,IN,46733,,e082689e5bdbdf17
-85.0003357,40.7895922,,W 300 N,,DECATUR,,IN,46733,,00356ec118a2c5d7
-85.0094832,40.8224776,,W 550 N,,DECATUR,,IN,46733,,667b5d1ca3c3c5e6
-85.0113558,40.8518175,,N 400 W,,DECATUR,,IN,46733,,99d09798e185d973
-85.0034844,40.8326331,3301,W US HIGHWAY 224,,DECATUR,,IN,46733,,91aedd33e097dd24
-85.0042441,40.8326247,3451,W US HIGHWAY 224,,DECATUR,,IN,46733,,8abbc2b25ab17d33
-85.0112156,40.8296787,3838,W US HIGHWAY 224,,DECATUR,,IN,46733,,156bcef8d5c6f792
-84.9935997,40.8648271,,N 300 W,,DECATUR,,IN,46733,,c1a3b3690e142cab
-85.0012056,40.8666035,8358,N 300 W,,DECATUR,,IN,46733,,09569aa966af238e
-84.9765696,40.8911037,,N US HIGHWAY 27,,DECATUR,,IN,46733,,af4fdc47eb132cbb
-84.9972835,40.8970892,10500,N 300 W,,DECATUR,,IN,46733,,86f5158d9daf10ba
-84.9718199,40.8885645,,N US HIGHWAY 27,,DECATUR,,IN,46733,,c57b3f91da806c1f
-84.9757678,40.8978238,10419,N 200 W,,DECATUR,,IN,46733,,f00f8860790caea2
-84.9759112,40.8907872,,W 1000 N,,DECATUR,,IN,46733,,59a3a0c5f1e44112
-84.9807705,40.8923032,10280,N US HIGHWAY 27,,DECATUR,,IN,46733,,8784937e5252d75f
-85.0037353,40.9009591,10585,N 350 W,,DECATUR,,IN,46733,,1079dc6aea5eae18
-84.9744485,40.912143,11495,N 200 W,,DECATUR,,IN,46733,,aa7503166d6297dd
-84.9920381,40.9147833,11601,N MINNICH RD,,DECATUR,,IN,46733,,e71db453cabf0e35
-84.9820407,40.9156895,11622,N 200 W,,DECATUR,,IN,46733,,6cce416870b4842a
-84.9810164,40.894802,,N US HIGHWAY 27,,DECATUR,,IN,46733,,f3af261027431fff
-84.9819579,40.8949053,10383,N US HIGHWAY 27,,DECATUR,,IN,46733,,4a678311bd268020
-84.9799025,40.8726456,,W 900 N,,DECATUR,,IN,46733,,b103040ee57bdbbd
-84.9844243,40.8818804,,N WINCHESTER RD,,DECATUR,,IN,46733,,f0c7fbf523491ad7
-84.9757299,40.8645738,8225,N 200 W,,DECATUR,,IN,46733,,bb35ea53a8654dd6
-84.9776454,40.863984,8094,N 200 W,,DECATUR,,IN,46733,,fdd480da54f813de
-84.9588953,40.8521609,,W 750 N,,DECATUR,,IN,46733,,87b2a8dd7b88e211
-84.9896065,40.8503049,,W 750 N,,DECATUR,,IN,46733,,c18d0b60d991281f
-84.9871828,40.8494402,,W 750 N,,DECATUR,,IN,46733,,2054e11bea108c07
-84.9758528,40.8188694,5110,N 200 W,,DECATUR,,IN,46733,,0ec0da8f72d59c12
-84.9785613,40.8329591,2012,W US HIGHWAY 224,,DECATUR,,IN,46733,,334267a676af32b7
-84.9780206,40.7864217,2968,N 200 W,,DECATUR,,IN,46733,,1fe31a587037e73f
-84.9825386,40.7899299,2455,W 300 N,,DECATUR,,IN,46733,,ab2031efd35c0686
-84.9795756,40.78855,2277,W 300 N,,DECATUR,,IN,46733,,43f8d0c76a393aa9
-84.9825318,40.7843748,,W 300 N,,DECATUR,,IN,46733,,4dd2a5799f801058
-84.9757002,40.7920932,3260,N 200 W,,DECATUR,,IN,46733,,9cdfc40493a3341a
-84.9776357,40.7900789,2077,W 300 N,,DECATUR,,IN,46733,,fcf36e097e7588ed
-84.993688,40.7568096,,N 300 W,,DECATUR,,IN,46733,,22dbb8488e786e79
-84.9779242,40.7654663,,N 200 W,,DECATUR,,IN,46733,,0f1376043fdc1ded
-84.9812111,40.7642025,,W 100 N,,MONROE,,IN,46772,,b070a0d46a272f40
-84.9881915,40.7693236,2602,W 200 N,,DECATUR,,IN,46733,,7de495819d8d42d4
-84.9128425,40.7535743,,N 100 E,,MONROE,,IN,46772,,26e2218af8c7e4c4
-84.9749095,40.7568456,865,N 200 W,,MONROE,,IN,46772,,8be6ff4a6e53ead5
-84.9750809,40.7549163,707,N 200 W,,MONROE,,IN,46772,,ee97f6901bcf7875
-84.957257,40.7574374,,N 100 W,,MONROE,,IN,46772,,0e3bd0dcaf10e81d
-84.9228904,40.7634465,,E 100 N,,DECATUR,,IN,46733,,428c0d36f04c086b
-84.9343471,40.7378999,515,S VAN BUREN ST,,MONROE,,IN,46772,,a9261fdb2600bab1
-84.9372571,40.7593612,,US HIGHWAY 27,,DECATUR,,IN,46733,,055554d89a4f2269
-84.9373778,40.7590608,,US HIGHWAY 27,,DECATUR,,IN,46733,,60562fe686b190a2
-84.9552876,40.7601008,907,W 100 N,,MONROE,,IN,46772,,7e08fad26c4f7e2c
-84.9493502,40.7315268,675,W 100 S,,MONROE,,IN,46772,,18547704f5cac78b
-84.9490768,40.730739,650,W 100 S,,MONROE,,IN,46772,,d3d0cbcd13647363
-84.9539441,40.7263925,1247,S US HIGHWAY 27,,MONROE,,IN,46772,,e7df87c28396cbb2
-84.9583136,40.726937,,W 100 S,,MONROE,,IN,46772,,7ad6392ece5e399f
-84.945414,40.7332027,,W 100 S,,MONROE,,IN,46772,,ffafcef780f4965c
-84.9229063,40.733235,,E 100 S,,MONROE,,IN,46772,,f4d150240c2ee03a
-84.9196241,40.7396327,402,S 100 E,,MONROE,,IN,46772,,189be71a9328d1d3
-84.9799848,40.7356697,,S 200 W,,MONROE,,IN,46772,,52cdb7672a41de6f
-84.968165,40.7324348,,W 100 S,,MONROE,,IN,46772,,01dfa42b9ba9bb64
-84.9726956,40.7322299,1907,W 100 S,,MONROE,,IN,46772,,b010d648e6f794f8
-84.9919817,40.7245623,,S 300 W,,MONROE,,IN,46772,,d830ae720f14f8b7
-84.9450178,40.7036514,555,W 300 S,,BERNE,,IN,46711,,83a14fd4ee3df60a
-84.9470582,40.7023092,567,W 300 S,,BERNE,,IN,46711,,370d3039b9b96752
-84.9920724,40.7161347,2989,W 200 S,,MONROE,,IN,46772,,c1f137235d63b56f
-84.9865556,40.7030962,2551,W 300 S,,BERNE,,IN,46711,,cd66bd79a32cbe8e
-84.9735991,40.6728559,,W 500 S,,BERNE,,IN,46711,,0d0516bda6b7541d
-84.985931,40.6624893,2615,W STATE ROAD 218,,BERNE,,IN,46711,,e803c6edaa65c2dd
-84.9715051,40.6410233,,W 700 S,,BERNE,,IN,46711,,f81530ab0c5a39e2
-84.97216,40.644002,,W 700 S,,BERNE,,IN,46711,,acfbadde52da942d
-84.9764027,40.6496809,1750,OAKWOOD LN,,BERNE,,IN,46711,,0ffcdbc0a6e7fc82
-84.9561359,40.6719069,1020,W 500 S,,BERNE,,IN,46711,,1a92ef519b975b5a
-84.9363471,40.6452107,6876,S 000 RD,,BERNE,,IN,46711,,68d4e335232cfd85
-84.9687945,40.6012921,,S 200 W,,GENEVA,,IN,46740,,09b11f8c24bfa7d5
-84.9405731,40.6719763,170,W 500 S,,BERNE,,IN,46711,,89c27c6f5f14cfc9
-84.9930272,40.6360113,,W 750 S,,GENEVA,,IN,46740,,02b7a5443efada9a
-84.9822722,40.6357698,,S 250 W,,BERNE,,IN,46711,,0a9b3ba6b248b813
-84.9810416,40.631698,,S 250 W,,GENEVA,,IN,46740,,2cb9cc7550328d9f
-84.9886016,40.6196015,2808,W 850 S,,GENEVA,,IN,46740,,aab2813948ff1f6d
-84.9894685,40.6196009,2818,W 850 S,,GENEVA,,IN,46740,,4bb6b689cb859ff0
-84.9550433,40.6000496,103,SOUTH DR,,GENEVA,,IN,46740,,8f6e62450f90ba44
-84.9547195,40.6000527,107,SOUTH DR,,GENEVA,,IN,46740,,8eec1da4f3326afd
-84.9511055,40.6002923,137,SOUTH DR,,GENEVA,,IN,46740,,7c00968b9c5fc200
-84.9856394,40.5831184,2606,W 1100 S,,GENEVA,,IN,46740,,49a86acac4c7d5c5
-84.9544286,40.6000087,109,SOUTH DR,,GENEVA,,IN,46740,,5e0227471204556c
-84.9480519,40.6016167,175,SOUTH DR,,GENEVA,,IN,46740,,ddffa66d4fd915ee
-84.972548,40.6056775,,W 950 S,,GENEVA,,IN,46740,,4cd97b76d1fed4b6
-84.9550165,40.5969786,700,RAINBOW RD,,GENEVA,,IN,46740,,e0e6652f7b5830b5
-84.953299,40.6333335,7707,S US HIGHWAY 27,,BERNE,,IN,46711,,1a869d213d130422
-84.9571169,40.6333146,,S US HIGHWAY 27,,BERNE,,IN,46711,,5a3aedd598fe5d9e
-84.9706133,40.5797934,,S 200 W,,GENEVA,,IN,46740,,86221b5802bcfa25
-84.9542828,40.6178712,,S US HIGHWAY 27,,GENEVA,,IN,46740,,9f7fdf28850ce4bf
-84.9503787,40.6251256,,W 850 S,,GENEVA,,IN,46740,,15227b32260abd99
-84.9631302,40.6896712,,W 400 S,,BERNE,,IN,46711,,31f7fd229e891332
-84.9573455,40.630461,,S US HIGHWAY 27,,BERNE,,IN,46711,,1a839850b784f1d2
-84.9632173,40.7922551,,W 300 N,,DECATUR,,IN,46733,,97e1a8afec73d0da
-84.9606315,40.6994926,1388,W 300 S,,BERNE,,IN,46711,,b08e9c4d47ef3f2e
-84.9607654,40.8484969,,W 750 N,,DECATUR,,IN,46733,,2fb2389276dd6c20
-84.954173,40.80439,995,W PARADISE LN,,DECATUR,,IN,46733,,7a8bbe75617d47e0
-84.949123,40.8011026,,W 400 N,,DECATUR,,IN,46733,,44661aa41298d479
-84.9558996,40.8036245,4005,N 100 W,,DECATUR,,IN,46733,,f4b1c254ad530465
-84.9559015,40.8034907,4005,N 100 W,,DECATUR,,IN,46733,,bb1ea87b7807f0ab
-84.9549327,40.8431797,933,W 650 N,,DECATUR,,IN,46733,,fa24fbf72e8dc67b
-84.9406903,40.8542073,,N US HIGHWAY 27,,DECATUR,,IN,46733,,76450099a91ca8b9
-84.9560694,40.8767285,,N INTERSECTION OF 900 & 100 W,,DECATUR,,IN,46733,,ac4590149f01b9b7
-84.9621694,40.8885917,,W 1000 N,,DECATUR,,IN,46733,,6aecb3ed60b41e86
-84.9501722,40.8886981,,W 1000 N,,DECATUR,,IN,46733,,04fe066f1715d23e
-84.9550673,40.8957512,10353,N 100 W,,DECATUR,,IN,46733,,2c56f59d8ebf260d
-84.9550704,40.8950694,10323,N 100 W,,DECATUR,,IN,46733,,f6c514fa4602c17c
-84.9550363,40.8946137,10281,N 100 W,,DECATUR,,IN,46733,,2d34e1e4ae90d1e0
-84.9315876,40.8666403,340,E 850 N,,DECATUR,,IN,46733,,d53e159d81639882
-84.9460245,40.9055857,455,W 1100 N,,DECATUR,,IN,46733,,5c02692f6f1fb46b
-84.9554401,40.9068209,,N 100 W,,DECATUR,,IN,46733,,493581d33df7f133
-84.9460706,40.8900237,412,W 1000 N,,DECATUR,,IN,46733,,16126f9b39ae28fa
-84.944392,40.8885163,,W 1000 N,,DECATUR,,IN,46733,,33c90b08cc6be1b8
-84.9412328,40.8682815,110,W 850 N,,DECATUR,,IN,46733,,35a64a4b30b6de15
-84.9135,40.8936651,10235,N 100 E,,DECATUR,,IN,46733,,3e85be8cf94527ef
-84.9371877,40.8475019,,N US HIGHWAY 27,,DECATUR,,IN,46733,,61e958fa3f108e5e
-84.9149424,40.8804624,,N 100 E,,DECATUR,,IN,46733,,f201e6011c4fcdba
-84.9429285,40.8327504,1724,NUTTMAN AVE,,DECATUR,,IN,46733,,0fe29f145ae0da97
-84.9165785,40.889292,,E 1000 N,,DECATUR,,IN,46733,,5ef54bff4b74503b
-84.9374286,40.8608483,88,W CARDINAL PASS,,DECATUR,,IN,46733,,bfd77f208157b62e
-84.9163249,40.8744153,,N 100 E,,DECATUR,,IN,46733,,dc03e431f13885d4
-84.937854,40.8180916,1028,S 13TH ST,,DECATUR,,IN,46733,,114923f2ecc616a8
-84.9378533,40.8176708,,S 13TH,,DECATUR,,IN,46733,,3f013c70a6ac84a2
-84.939347,40.8172653,102,W 500 N,,DECATUR,,IN,46733,,072eda8afc69adef
-84.932026,40.8117227,1613,WINCHESTER ST,,DECATUR,,IN,46733,,8153f7aeaa490a48
-84.9177953,40.8116792,,N 100 E,,DECATUR,,IN,46733,,d832fbceaba03d75
-84.9393732,40.6977998,,S 000 RD,,BERNE,,IN,46711,,94ffa9cd997bc249
-84.9449004,40.7879837,358,W 300 N,,DECATUR,,IN,46733,,6f7e042fe8e48474
-84.9448752,40.787075,356,W 300 N,,DECATUR,,IN,46733,,59fd27339f6a2444
-84.9279797,40.7751221,,E 200 N,,DECATUR,,IN,46733,,fbddef7cb7850e4f
-84.9281969,40.7723858,464,E 200 N,,DECATUR,,IN,46733,,6575cf08fcea5ba1
-84.9519044,40.7007241,824,W 300 S,,BERNE,,IN,46711,,62dd6c2ce88ab515
-84.9520753,40.7019475,833,W 300 S,,BERNE,,IN,46711,,967e25efef85c3d8
-84.938666,40.6239157,,W 850 S,,GENEVA,,IN,46740,,2b3c788b2eed9737
-84.9366411,40.6384257,7370,S 000 RD,,BERNE,,IN,46711,,50b27f0dbd85896a
-84.9359968,40.6377153,7380,S 000 RD,,BERNE,,IN,46711,,dae73f9122814b6f
-84.9136188,40.6089581,,E 900 S,,GENEVA,,IN,46740,,0d8bfea087206ada
-84.9168327,40.614266,988,E 900 S,,GENEVA,,IN,46740,,3eacd9e06d9b54d6
-84.9157598,40.6140552,1026,E 900 S,,GENEVA,,IN,46740,,3a3765ed38c8270d
-84.9164595,40.66734,5351,S 100 E,,BERNE,,IN,46711,,6c7d2c8934a9bf5b
-84.9164481,40.6686427,,S 100 E,,BERNE,,IN,46711,,3e7957e27234541d
-84.9308096,40.6237749,8365,S 000 RD,,GENEVA,,IN,46740,,64d0d1ff2af6fba9
-84.9236048,40.6239362,,S 100 E,,GENEVA,,IN,46740,,fa299a469e41097f
-84.919725,40.6993696,3188,S 100 E,,MONROE,,IN,46772,,2f8260239ec7bd1e
-84.914878,40.6994039,3187,S 100 E,,MONROE,,IN,46772,,ccec43df9a220c46
-84.9150026,40.69672,,S 100 E,,MONROE,,IN,46772,,4d81308efac5b057
-84.919382,40.7309497,910,E 100 S,,MONROE,,IN,46772,,a5d2a1702a71be8f
-84.9201773,40.7933098,3300,N 100 E,,DECATUR,,IN,46733,,57d5ea9907aa0fe6
-84.9177083,40.7932377,3293,N 100 E,,DECATUR,,IN,46733,,4d09f3df5fdb5225
-84.9177039,40.7928362,3273,N 100 E,,DECATUR,,IN,46733,,54d50b1e9e53e454
