LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-84.905227,40.7597093,1712,E 100 N,,MONROE,,IN,46772,,2581901d7dfd8a11
-85.0295825,40.7147335,4885,W 200 S-1,,BLUFFTON,,IN,46714,,c33b29c920e7a6cb
-84.9876409,40.8621635,,N 250 W,,DECATUR,,IN,46733,,482cde6e661c2cdc
-84.9845381,40.8634787,8150,N 250 W,,DECATUR,,IN,46733,,5abca65ab0fa171c
-84.9096634,40.841456,,SYCAMORE ST,,DECATUR,,IN,46733,,2a82aa1e8baa906c
-84.9914734,40.7584704,2858,W 100 N,,MONROE,,IN,46772,,8127d2016afd3c4e
-84.9773625,40.6901226,,S 200 W,,BERNE,,IN,46711,,3415f5b5f238370e
-84.9173337,40.8345837,,E JACKSON ST,,DECATUR,,IN,46733,,c6be3a267b0ee520
-84.8979551,40.8464371,6891,N 200 E,,DECATUR,,IN,46733,,bde133d11ec228b2
-84.9402517,40.7437937,117,W JACKSON ST,,MONROE,,IN,46772,,7eb88f5fe03132eb
-85.0334384,40.6424472,5090,W 700 S,,GENEVA,,IN,46740,,dba02c84c6054ea7
-85.0323055,40.6427417,7031,2ND ST,,GENEVA,,IN,46740,,0a0056822a9a888d
-84.9484638,40.6847264,,W 400 S,,BERNE,,IN,46711,,538dc4c8665b6114
-84.9335892,40.8119278,1640,WINCHESTER ST,,DECATUR,,IN,46733,,b32e1bf52f4e2162
-84.9206552,40.8254,431,MERCER AVE,,DECATUR,,IN,46733,,0f10db817af614ed
-84.8588306,40.754954,,N SALEM RD,,DECATUR,,IN,46733,,98bb02e5bfb2e548
-84.8981226,40.6499922,6600,S 200 E,,BERNE,,IN,46711,,562e062d373f1008
-84.8521119,40.75927,,E 100 N,,DECATUR,,IN,46733,,2467cdbbdf8a3077
-84.8522162,40.7555323,,N SALEM RD,,DECATUR,,IN,46733,,fb9940f112dda96a
-85.0334565,40.6419529,,W 700 S,,GENEVA,,IN,46740,,718fddee1aea843e
-84.9386874,40.7427661,,CENTER ST,,MONROE,,IN,46772,,ed5907c87b4789b1
-84.9438084,40.8323339,,W US HWY 224,,DECATUR,,IN,46733,,40d01a8f01f23ed7
-84.9999868,40.6311952,,W 750 S,,GENEVA,,IN,46740,,d2dd2dd823fc03e6
-84.8954234,40.8317424,1040,LAKE SHORES DR,,DECATUR,,IN,46733,,3e14efc41de3f108
-84.9261423,40.832062,227,N 3RD ST,,DECATUR,,IN,46733,,7e6d89d1a6726c48
-85.0679842,40.8306142,6766,W US HIGHWAY 224,,DECATUR,,IN,46733,,d1a7427eafd5d82f
-85.0522859,40.5794883,,W 1100 S,,GENEVA,,IN,46740,,a5018272d37e31f6
-84.9798906,40.824195,2240,W 550 N,,DECATUR,,IN,46733,,23a6aad65e88d00c
-84.9298207,40.8169952,1116,WINCHESTER ST,,DECATUR,,IN,46733,,955507e4f8857d3f
-84.95612,40.8138273,4767,N 100 W,,DECATUR,,IN,46733,,988792529085d992
-85.0689934,40.7582287,6959,W 100 N,,DECATUR,,IN,46733,,fcb13d9ee7b3f072
-85.054476,40.7573222,6126,W 100 N,,DECATUR,,IN,46733,,9d0ed8483bf6d14f
-85.007837,40.6560692,,W 600 S,,BERNE,,IN,46711,,5b00dffdccf7d864
-84.9006401,40.6637446,,S 200 E,,BERNE,,IN,46711,,e18949dcf09369af
-84.9196869,40.6629692,,S 100 E,,BERNE,,IN,46711,,7bc4415d6fefd0ce
-84.9022712,40.6870197,1772,E 400 S,,BERNE,,IN,46711,,42d09aea57903e6e
-84.9006586,40.6857376,,E 400 S,,BERNE,,IN,46711,,1e78314055906f59
-84.8708523,40.7209696,,E 200 S,,MONROE,,IN,46772,,b3cc9db44041836e
-84.8721998,40.7281099,3390,E 100 S,,MONROE,,IN,46772,,f8288c79cf49d2e5
-84.8876016,40.6576243,2570,E STATE RD 218,,BERNE,,IN,46711,,be0efca50d6ff194
-84.8411151,40.6627835,,E STATE ROAD 218,,BERNE,,IN,46711,,c58997d94e78aece
-84.9554602,40.8899114,888,W 1000 N,,DECATUR,,IN,46733,,fac937330c02cdef
-84.9535209,40.8898127,814,W 1000 N,,DECATUR,,IN,46733,,b35faa65717acf30
-84.8297974,40.7969298,,N PIQUA RD,,DECATUR,,IN,46733,,f017010b13ed81ee
-84.9282308,40.8184977,1039,WINCHESTER ST,,DECATUR,,IN,46733,,80bef4d8505d197c
-84.9515008,40.7720244,,N 100 W,,DECATUR,,IN,46733,,b07bdb3df692fa7b
-84.9815701,40.7481779,,W STATE ROAD 124,,MONROE,,IN,46772,,15baca81d18294cf
-84.9820358,40.749537,2415,W STATE ROAD 124,,MONROE,,IN,46772,,2aa55cbb7e80363d
-84.9840507,40.7483607,,W STATE ROAD 124,,MONROE,,IN,46772,,1aa994f3b0ed7082
-84.954501,40.6096844,,W 950 S,,GENEVA,,IN,46740,,5edfc1d162ffb8ad
-84.9913089,40.7627041,,W 100 N,,MONROE,,IN,46772,,3bf79514df26b6c2
-84.9011753,40.595524,,E 1000 S,,GENEVA,,IN,46740,,d6aba518501f53fa
-84.9022802,40.5942536,,E 1000 S,,GENEVA,,IN,46740,,8ce4ef2232a271dc
-84.9054621,40.5944615,,S 150 E,,GENEVA,,IN,46740,,2dfc6e80850970ee
-84.9008457,40.5971483,,E 1000 S,,GENEVA,,IN,46740,,b607903d3b814965
-84.8284985,40.7052729,5625,E 300 S,,MONROE,,IN,46772,,acbdd20a80d4b367
-84.9222773,40.8299654,107,S 1ST ST,,DECATUR,,IN,46733,,af7c62cc9e6f5983
-84.8655861,40.9203396,,E 1200 N,,MONROEVILLE,,IN,46773,,789a22e36bec6577
-84.8649293,40.9203553,3820,E 1200 N,,MONROEVILLE,,IN,46773,,3c99ed379cfc2764
-84.8621609,40.9207973,11998,N STATE ROAD 101,,MONROEVILLE,,IN,46773,,177cd668cbf75ecc
-84.8629176,40.9207778,,E 1200 N,,MONROEVILLE,,IN,46773,,07a0ceab433ae27c
-84.8404735,40.8412605,,E US HIGHWAY 224,,DECATUR,,IN,46733,,879d23a733e87328
-84.9284101,40.8255285,344,LINE ST,,DECATUR,,IN,46733,,af19fcc238ff21a7
-84.9287306,40.8269132,616,ADAMS ST,,DECATUR,,IN,46733,,040316cff7982272
-84.9200684,40.8258492,433,S 1ST ST,,DECATUR,,IN,46733,,42e5068a123587b6
-84.818989,40.7164042,,E 200 S,,MONROE,,IN,46772,,7d8445863c16e810
-84.8094071,40.7056719,2949,S 650 E,,MONROE,,IN,46772,,7d0aeaebd389d8ff
-85.0482009,40.6834443,,W 400 S,,BERNE,,IN,46711,,6783d0a2536c1b53
-85.0477819,40.6854281,5875,W 400 S,,BERNE,,IN,46711,,d6645eaff6cd1895
-84.8562254,40.5894173,,S 400 E,,GENEVA,,IN,46740,,28ac0035f7d42010
-84.8967361,40.8837958,,N 200 E,,DECATUR,,IN,46733,,3e662ac4be1efd5f
-84.9355199,40.8708255,,N 000 RD,,DECATUR,,IN,46733,,8b2b1f4b7f8b26e5
-84.871919,40.9135444,3445,E 1150 N,,MONROEVILLE,,IN,46773,,a39383375442ec93
-84.8913718,40.5865397,2255,E 1100 S,,GENEVA,,IN,46740,,42b5afb115e2a485
-84.9205343,40.8172787,,HOMESTEAD 44,,DECATUR,,IN,46733,,144492295198fc7b
-84.918757,40.8171084,48,HOMESTEAD,,DECATUR,,IN,46733,,46749d9270e81acc
-84.8524555,40.6920742,3743,S SALEM RD,,MONROE,,IN,46772,,be9729f2e127baa9
-85.006524,40.6561004,3606,W STATE ROAD 218,,BERNE,,IN,46711,,43540535cc9badbe
-85.0089949,40.8151346,,N 400 W,,DECATUR,,IN,46733,,e4269cbeff2df017
-85.0145309,40.813798,4821,N 400 W,,DECATUR,,IN,46733,,ec95b7ebb3b36f05
-84.995045,40.6707765,3050,W 500 S,,BERNE,,IN,46711,,57d25ce5d0e8c480
-84.9586064,40.5808345,,W 1100 S,,GENEVA,,IN,46740,,efb1c86395703086
-84.9428301,40.8316886,328,KEMPER LN,,DECATUR,,IN,46733,,92da762661a5799a
-84.9111493,40.8397775,,N PIQUA RD,,DECATUR,,IN,46733,,4284ef04c192ceee
-84.9110044,40.8395365,,E BELMONT RD,,DECATUR,,IN,46733,,20265244cd21362f
-84.9292115,40.8300895,121,N 6TH ST,,DECATUR,,IN,46733,,db7ae28742f27c24
-84.9041265,40.8299547,251,CLERMONT AVE,,DECATUR,,IN,46733,,64f66fb3e7d6611f
-84.9459016,40.8010155,,W 400 N,,DECATUR,,IN,46733,,cea1198bf951c4bc
-84.844547,40.7804117,,N US HIGHWAY 33,,DECATUR,,IN,46733,,436f0c0c8514c3b7
-84.9338545,40.8320419,340,N 10TH ST,,DECATUR,,IN,46733,,819c69c2f5795f7b
-84.9301115,40.8269874,223,S 8TH ST,,DECATUR,,IN,46733,,9188375d36d081f4
-84.944454,40.8178808,381,W 500 N,,DECATUR,,IN,46733,,4a5c53f7a738b00c
-84.9433907,40.8178012,,W 500 N,,DECATUR,,IN,46733,,cefdff3130b97b91
-84.9297365,40.8403082,1029,N 2ND ST,,DECATUR,,IN,46733,,698c91f062326374
-84.9294782,40.840206,1023,N 2ND ST,,DECATUR,,IN,46733,,1f17b1c8ce9b4d94
-84.9284826,40.8348059,516,N 5TH ST,,DECATUR,,IN,46733,,d57c670f26004a23
-84.9278723,40.8348183,516,CLOSS,,DECATUR,,IN,46733,,9b71c3f1536f430d
-84.927,40.8350485,509,N 3RD ST,,DECATUR,,IN,46733,,e187c7d6e239c244
-84.9264989,40.8341062,409,N 3RD ST,,DECATUR,,IN,46733,,51f3075aa54941e5
-85.072485,40.8712246,8747,N 700 W,,DECATUR,,IN,46733,,963a8a088dd1d34f
-85.0705684,40.8713513,,N 700 W,,DECATUR,,IN,46733,,df775d44c94009de
-85.072443,40.8656574,8383,N 700 W,,DECATUR,,IN,46733,,0210c46dd5c345eb
-85.0703528,40.8190428,,N 700 W,,DECATUR,,IN,46733,,995820e1ec5db1c1
-85.0587473,40.8006,6322,W 400 N,,DECATUR,,IN,46733,,af7ed03ba3aaf597
-85.0357586,40.5870705,5252,W STATE ROAD 116,,GENEVA,,IN,46740,,219e92673c318840
-85.0429541,40.5888211,,W 1050 S,,GENEVA,,IN,46740,,8a99c78e642066dc
-85.0472276,40.7496568,,N 600 W,,DECATUR,,IN,46733,,37302d504018a690
-85.0420752,40.8768599,,N 550 W,,DECATUR,,IN,46733,,4c397cc056d53e0f
-85.0552167,40.6104401,,S 650 W,,GENEVA,,IN,46740,,36460f5995cbaf0b
-85.0545062,40.6165125,6131,W 900 S,,GENEVA,,IN,46740,,8c4ac091ca7420e8
-85.0628458,40.6375064,,W 700 S,,GENEVA,,IN,46740,,f7f0edda09873b00
-85.0581047,40.6376032,,W 700 S,,GENEVA,,IN,46740,,6d01aae7bcffe77a
-84.9124476,40.6459887,1233,E 700 S,,BERNE,,IN,46711,,b2a3cdc92dc26f71
-84.9098216,40.6431857,1396,E 700 S,,BERNE,,IN,46711,,296129c1c55eaf6a
-84.9535284,40.8195628,947,WHITETAIL DR,,DECATUR,,IN,46733,,38b6a851d1316b66
-84.9532887,40.8195946,2520,YEARLING CT,,DECATUR,,IN,46733,,2786f1b911e29dd1
-84.8782002,40.5846968,,E 1100 S,,GENEVA,,IN,46740,,9770364fc499158c
-84.8776762,40.5846507,3010,E 1100 S,,GENEVA,,IN,46740,,f7283c0ba11bf2a8
-84.9060033,40.8090588,,MERCER AVE,,DECATUR,,IN,46733,,e60d132d28b3efb4
-84.964856,40.6857347,1464,W 400 S,,BERNE,,IN,46711,,9e434f2dcd90db32
-85.0576346,40.6810106,,W 400 S,,BERNE,,IN,46711,,0b2399e05ae68276
-85.0642736,40.7002243,6707,W 300 S-1,,BLUFFTON,,IN,46714,,2b0848e5806f83b3
-85.0558321,40.5825711,,W 1100 S,,GENEVA,,IN,46740,,b833cdf74cbe7f84
-85.066452,40.5793559,,W 1100 S,,GENEVA,,IN,46740,,e76f2ee8e9426efa
-85.0464485,40.6360887,,S STATE ROAD 116,,GENEVA,,IN,46740,,c89bfe47af8e648c
-84.9553408,40.6502066,556,PARK AVE,,BERNE,,IN,46711,,a20e5eff4e7bec04
-85.051413,40.7144955,6065,W 200 S-1,,BLUFFTON,,IN,46714,,e98ed6b90f685e11
-84.9739298,40.7300129,,W 100 S,,MONROE,,IN,46772,,ae35cc329a1952ab
-84.9270144,40.7060084,,E 300 S,,MONROE,,IN,46772,,5c8a950a51c94bcb
-84.8380469,40.678147,5121,E 500 S,,BERNE,,IN,46711,,f97ca51d6e8f6f9f
-84.8348391,40.6804379,,E 500 S,,BERNE,,IN,46711,,595d83131ea1d258
-85.0629287,40.6820849,,W 400 S,,BERNE,,IN,46711,,c6e45b4d578f54c9
-84.9602349,40.8251533,1182,W 550 N,,DECATUR,,IN,46733,,fde4ad8b7090979e
-85.0686625,40.828514,,W US HIGHWAY 224,,DECATUR,,IN,46733,,51ff5f8169ee8074
-84.9576024,40.854703,1018,W OAKDENE DR,,DECATUR,,IN,46733,,b76e34a024d8c1f3
-84.9579636,40.8547017,,N OAKDENE DR,,DECATUR,,IN,46733,,e0f442d0bf3e4f62
-84.9007114,40.8510499,7242,N 200 E,,DECATUR,,IN,46733,,aee449b32d4afc90
-84.9025351,40.8503244,7180,N 200 E,,DECATUR,,IN,46733,,1350c992fc497b81
-84.9587177,40.855217,7587,N BARRINGTON RD,,DECATUR,,IN,46733,,c0cb6baf0833b7fb
-84.9549726,40.8560371,7595,NW WINCHESTER RD,,DECATUR,,IN,46733,,63a3afa5f4cfc302
-84.8953621,40.8559941,,LAKESIDE DR,,DECATUR,,IN,46733,,adf0ebe656233c9f
-84.9825835,40.8739107,,N 250 W,,DECATUR,,IN,46733,,d0b5d41fcd00b203
-84.9415151,40.8744003,172,W ROEVILLE RD,,DECATUR,,IN,46733,,c97a94099e11bd6b
-84.9389112,40.8586249,118,QUAYLE RUN,,DECATUR,,IN,46733,,5494446a5fecbe5d
-84.9440907,40.8678073,8427,N PIQUA RD,,DECATUR,,IN,46733,,cfc52d221bde2194
-84.9395352,40.8610118,154,CHAPEL CHASE DR,,DECATUR,,IN,46733,,0448427ebe9df30c
-85.0163862,40.8613481,8028,N 400 W,,DECATUR,,IN,46733,,64a3762b7e841b85
-84.9416755,40.8609511,140,CHAPEL CHASE DR,,DECATUR,,IN,46733,,bb4d2b3de4df88ce
-84.8737934,40.9151839,,E 1150 N,,MONROEVILLE,,IN,46773,,4c49acf6470dc4fa
-84.9171121,40.8337875,,,, ,, , ,,f1e986e5123cc961
-84.9454657,40.8686368,,,, ,, , ,,cdc43320ccda3d9b
-84.9431471,40.8653414,,N PIQUA RD,,DECATUR,,IN,46733,,1a4d918e364b293d
-84.9476547,40.8706799,8605,N PIQUA RD,,DECATUR,,IN,46733,,36b8b981eb2c5b32
-85.0274165,40.8704113,8788,N 450 W,,DECATUR,,IN,46733,,cb8fdad4083ed7b4
-84.9187534,40.8496053,7257,N 100 E,,DECATUR,,IN,46733,,ec692f1f8276e8f3
-84.9441032,40.8735007,,ROE DR,,DECATUR,,IN,46733,,f1d34b369aadc972
-84.9845916,40.8747636,,N 250 W,,DECATUR,,IN,46733,,120748ad5f1c8d3c
-84.9409666,40.8744042,144,W ROEVILLE RD,,DECATUR,,IN,46733,,66271b0a51b88626
-84.9059113,40.8932584,10131,N AL-PA DR,,DECATUR,,IN,46733,,d18b9ce84d7f6b1a
-84.9083268,40.8932112,10130,N AL-PA DR,,DECATUR,,IN,46733,,a4f96a7ed09f88fb
-84.9415139,40.8750956,,W ROEVILLE RD,,DECATUR,,IN,46733,,eead698e4764232b
-84.9471233,40.8767922,,W 900 N,,DECATUR,,IN,46733,,830967b1fc2520f9
-84.8906541,40.8946534,,N 200 E,,DECATUR,,IN,46733,,38b0f24a84c0c16a
-84.8914483,40.894644,,N 200 E,,DECATUR,,IN,46733,,acf6553e89c9dcae
-84.8922445,40.8946339,,N 200 E,,DECATUR,,IN,46733,,77ef7130c8146aba
-84.9762616,40.8937806,1981,NW INDIANA ST,,DECATUR,,IN,46733,,7ddb0bc43f8c84b0
-84.9758959,40.8937788,1963,NW INDIANA ST,,DECATUR,,IN,46733,,bbde8062211ab3a9
-84.9755304,40.8937765,1943,NW INDIANA ST,,DECATUR,,IN,46733,,e6f14e46d1402ba3
-85.0135598,40.8330196,,N 400 W,,DECATUR,,IN,46733,,eff1a0b6d57ac05c
-85.0520594,40.9160118,,NW WINCHESTER RD,,DECATUR,,IN,46733,,657693ac9b7d8c65
-84.975161,40.917649,1964,W MAIN ST,,DECATUR,,IN,46733,,bfffe71044b5c6a1
-84.9378628,40.8885145,9841,N 000 RD,,DECATUR,,IN,46733,,aa51243621dbd6e1
-84.9003361,40.8656859,,N 200 E,,DECATUR,,IN,46733,,b1f1fa175a0a3ac3
-84.9229623,40.8476265,7066,N PIQUA RD,,DECATUR,,IN,46733,,82d18d5435d3a497
-84.932675,40.8553955,7590,N PIQUA RD,,DECATUR,,IN,46733,,56c913e16ac1c071
-84.9307136,40.8752718,386,E 900 N,,DECATUR,,IN,46733,,a7c778f761901258
-84.9561871,40.8784802,9175,N 100 W,,DECATUR,,IN,46733,,86ee7839d8a26fdd
-84.9563902,40.8802201,9297,N 100 W,,DECATUR,,IN,46733,,7e44508b77a1629c
-84.9565679,40.8813643,9393,N 100 W,,DECATUR,,IN,46733,,701af80f3e37ef41
-84.9565894,40.8847457,9529,N 100 W,,DECATUR,,IN,46733,,84245577908572e7
-84.954903,40.8381275,1002,W 650 N,,DECATUR,,IN,46733,,f8147754f1c1f987
-84.9321762,40.8328129,804,NUTTMAN AVE,,DECATUR,,IN,46733,,5c427e5ac03f8c9f
-84.9324147,40.8328107,818,NUTTMAN AVE,,DECATUR,,IN,46733,,19ec6acff5bf5ec1
-84.9326533,40.8328084,818,NUTTMAN,,DECATUR,,IN,46733,,fd0b8019624d67b9
-84.9340763,40.8332798,422,N 10TH ST,,DECATUR,,IN,46733,,dab54204e649acea
-84.9345291,40.8331749,417,N 10TH ST,,DECATUR,,IN,46733,,6cc38fead49fd784
-84.9348843,40.8336698,1016,MARSHALL ST,,DECATUR,,IN,46733,,e279f4e044db70e7
-84.9350649,40.8336669,1022,MARSHALL ST,,DECATUR,,IN,46733,,982cdd8c1cf35465
-84.9341841,40.8364171,710,N 10TH ST,,DECATUR,,IN,46733,,c141e7954ee18b30
-84.9239685,40.8338843,333,N 1ST ST,,DECATUR,,IN,46733,,66400ad2dd629656
-84.9289841,40.833935,411,N 5TH ST,,DECATUR,,IN,46733,,abddf4d90e56e211
-84.9346809,40.8339622,517,N 10TH ST,,DECATUR,,IN,46733,,fffb2c3952d80d74
-84.9292241,40.833812,512,MARSHALL ST,,DECATUR,,IN,46733,,09d90d2a1f4aa876
-84.9020128,40.8359929,402,EASTBROOK DR,,DECATUR,,IN,46733,,8183baca7fd8b444
-84.9346773,40.8342573,529,N 10TH ST,,DECATUR,,IN,46733,,8a781c6982ebdcc3
-84.9382257,40.8342558,603,N 13TH ST,,DECATUR,,IN,46733,,a18ebb6013f0f626
-84.9358697,40.8393005,945,N 11TH ST,,DECATUR,,IN,46733,,6a288e8201df2a04
-84.9294572,40.8347485,516,INDIANA ST,,DECATUR,,IN,46733,,5b6e2fb338495371
-84.929683,40.8347463,602,INDIANA ST,,DECATUR,,IN,46733,,efca7350fa6e1512
-84.9422927,40.8357766,1712,FAIRWAY CT,,DECATUR,,IN,46733,,c0444c049b855c4e
-84.9027714,40.8353741,310,EASTBROOK DR,,DECATUR,,IN,46733,,6fcf2d78e5d20276
-84.9379488,40.8357116,,N 13TH,,DECATUR,,IN,46733,,5188ff7c5a669be6
-84.936046,40.8359259,1109,DAYTON,,DECATUR,,IN,46733,,ff3317c4ec37f227
-84.9363547,40.8359224,654,N 12TH,,DECATUR,,IN,46733,,bb4a202e2e21e93f
-84.9004798,40.8364293,128,STRAFORD CT,,DECATUR,,IN,46733,,fc8d07e6b0e07d18
-84.8993903,40.8365743,1007,EAST RIDGE DR,,DECATUR,,IN,46733,,9e9ac3ad539b9793
-84.9358962,40.8369077,733,N 11TH ST,,DECATUR,,IN,46733,,0ebe6d1a0396bc62
-84.9317597,40.8369369,715,ST MARYS,,DECATUR,,IN,46733,,688e118b261c3ca0
-84.9319771,40.8369485,716,ST MARYS,,DECATUR,,IN,46733,,a1c299f78f917591
-84.9358898,40.8375527,821,N 11TH ST,,DECATUR,,IN,46733,,bcf87064babcfc52
-84.9363414,40.8375454,822,N 12TH ST,,DECATUR,,IN,46733,,ca812dc51b694c1c
-84.9013444,40.8371774,109,STRAFORD,,DECATUR,,IN,46733,,c4b912dee0d32e63
-84.9010909,40.8371697,115,STRAFORD,,DECATUR,,IN,46733,,04cea1455021e9a0
-84.9007679,40.8376358,116,NORTHBROOK CT,,DECATUR,,IN,46733,,f39f05f286ee0a14
-84.9366519,40.8435395,1322,MASTER DR,,DECATUR,,IN,46733,,8984eb99df57d55e
-84.9361677,40.8435221,1321,MIX AVE,,DECATUR,,IN,46733,,bae97d30dba057c3
-84.9355535,40.8434883,1316,MIX AVE,,DECATUR,,IN,46733,,cd0690cae8d21287
-84.950279,40.8438427,1228,WOODRIDGE DR,,DECATUR,,IN,46733,,0837e67da28d94c2
-84.9651186,40.5928825,206,RICHFIELD LN,,GENEVA,,IN,46740,,1eba7d367f762a99
-84.9763983,40.8227143,5392,N 200 W,,DECATUR,,IN,46733,,42e1730740e40844
-84.9422143,40.83116,315,N 17 TH ST,,DECATUR,,IN,46733,,83d80558fa2b51b1
-84.9089956,40.7157503,,E 200 S,,MONROE,,IN,46772,,2ded8a2ece2c49e8
-84.9370288,40.832731,410,N 13TH ST,,DECATUR,,IN,46733,,318e3ed059e05e59
-84.925077,40.8328928,303,N 2ND ST,,DECATUR,,IN,46733,,32134502dfa9d1a3
-84.9316318,40.8328106,500,N 9TH ST,,DECATUR,,IN,46733,,69cfa95f9caf4860
-84.935238,40.8392407,946,N 11TH ST,,DECATUR,,IN,46733,,9d6f627d701726d2
-84.9324766,40.8392857,937,HARRISON ST,,DECATUR,,IN,46733,,34c572bf5c5f2810
-84.9318575,40.8392848,936,HARRISON ST,,DECATUR,,IN,46733,,fcc810873aa16786
-84.9313528,40.8756861,334,E 900 N,,DECATUR,,IN,46733,,a83fff4bb4aa8dc2
-84.9324783,40.8734609,,N 000 RD,,DECATUR,,IN,46733,,4c5fb56f0f39a01c
-84.916747,40.8541767,7537,N 100 E,,DECATUR,,IN,46733,,dad14a588b43c78c
-84.9571259,40.8546872,,OAKDENE DR,,DECATUR,,IN,46733,,0e516c7182d41e3e
-84.9068679,40.7580855,,E 100 N,,MONROE,,IN,46772,,16ce52e0381fe57d
-84.873744,40.9188726,,E 1200 N,,MONROEVILLE,,IN,46773,,7eaeac3ce87f0ebb
-84.8709806,40.917921,3484,E 1200 N-1,,MONROEVILLE,,IN,46773,,ee63abb774dd504a
-84.8694125,40.9202833,3580,E 1200 N-1,,MONROEVILLE,,IN,46773,,9b364f6c1d5bc66a
-84.8692939,40.8883311,3580,E 1000 N,,DECATUR,,IN,46733,,dccd432c33ffa649
-84.8672931,40.8899274,,E 1000 N,,DECATUR,,IN,46733,,7af0c2293f373818
-84.8920711,40.9056233,2384,E 1100 N,,DECATUR,,IN,46733,,a390b31a376ce20f
-84.8921851,40.9063653,2373,E 1100 N,,DECATUR,,IN,46733,,bff7e18deee51363
-84.947315,40.7425627,307,W CHRISTNER DR,,MONROE,,IN,46772,,b8be171713cd7964
-84.8539157,40.9004724,,E 1100 N,,DECATUR,,IN,46733,,e3692a0a59b7c6a0
-84.9329586,40.7442586,108,MEMORIAL DR,,MONROE,,IN,46772,,e49406446b4ba240
-84.946054,40.7414277,405,S ADAMS ST,,MONROE,,IN,46772,,4b2de5a5f6bcea61
-84.928693,40.8278501,607,W JEFFERSON ST,,DECATUR,,IN,46733,,af2129d6d98ca526
-84.9284124,40.8256564,338,LINE ST,,DECATUR,,IN,46733,,d5b58148c80abaad
-84.9201651,40.8259352,427,S 1ST ST,,DECATUR,,IN,46733,,b00d9e0d6fc5c5c0
-84.9201712,40.8266365,410,FORNAX ST,,DECATUR,,IN,46733,,c6fe5ddab17b0fd5
-84.9203264,40.8267737,122,E RUGG ST,,DECATUR,,IN,46733,,901dd3c6453ed09a
-84.8592206,40.7198445,,E 200 S,,MONROE,,IN,46772,,5df4faea1b0315f5
-84.8586177,40.7230057,,S 400 E,,MONROE,,IN,46772,,ff06fc4d5c2bba98
-84.8238274,40.720004,,E 200 S,,MONROE,,IN,46772,,639147473ed8b03f
-84.8212253,40.7177468,6006,E 200 S,,MONROE,,IN,46772,,b341512b11cde8c2
-84.9060777,40.8050499,1645,E 400 N,,DECATUR,,IN,46733,,3a871fa638461576
-84.8998912,40.8125799,,E US HIGHWAY 33,,DECATUR,,IN,46733,,0b45e98b4252f60f
-84.8980313,40.8127255,4579,N SALEM RD,,DECATUR,,IN,46733,,b7e2cb421971799e
-84.8390481,40.7129767,2373,S 500 E,,MONROE,,IN,46772,,9e4cdbb60e4f2539
-84.8403955,40.6886775,400,S 500 E,,MONROE,,IN,46772,,1639045b436af851
-84.8439784,40.6892579,4841,E 400 S,,BERNE,,IN,46711,,66cdec8f5e9e7d4f
-84.8330487,40.6634659,5561,S 525 E,,BERNE,,IN,46711,,4fb956eb3c468e73
-85.040971,40.5908797,5559,W 1050 S,,GENEVA,,IN,46740,,288d36d61400614a
-85.0405309,40.5982349,,S STATE ROAD 116,,GENEVA,,IN,46740,,b27e1a8c828a5cea
-85.0413296,40.5981582,5525,W 1000 S,,GENEVA,,IN,46740,,f6367c700571253b
-84.8960162,40.6136477,,E 900 S,,GENEVA,,IN,46740,,4aeb1ee9e4bb2c6b
-84.8901042,40.6123112,9171,S 225 E,,GENEVA,,IN,46740,,b9b6f0794fe4cd06
-84.8936241,40.6128122,,S 225 E,,GENEVA,,IN,46740,,d7f74d9067981e72
-84.99187,40.5905759,2930,W STATE RD 116,,GENEVA,,IN,46740,,5688dabe58893723
-85.0262463,40.8076453,,N 450 W,,DECATUR,,IN,46733,,6872be47fa28cb94
-85.0258687,40.8065113,,N 450 W,,DECATUR,,IN,46733,,efd7a0c992a131df
-84.9632174,40.7343051,1391,W 100 S,,MONROE,,IN,46772,,77d6e66a6139af41
-84.9676971,40.6734968,1645,W 500 S,,BERNE,,IN,46711,,19cbbcdf9b398075
-84.9828092,40.6712974,2406,W 500 S,,BERNE,,IN,46711,,34a64a7acb8b56b5
-84.9914387,40.6815478,,S 300 W,,BERNE,,IN,46711,,260a6b1f2f078af8
-84.9529584,40.5744141,,W 1200 S,,GENEVA,,IN,46740,,ce373a80ca4f625f
-84.9385081,40.828041,1320,MADISON,,DECATUR,,IN,46733,,a16fbc5f55d999ef
-84.9383907,40.8288865,123,N 13TH ST,,DECATUR,,IN,46733,,bfbca8f71e90ce16
-84.9426876,40.8318087,,KEMPER LN,,DECATUR,,IN,46733,,0e46d805b13b2db5
-84.8120817,40.7034276,3092,S 650 E,,MONROE,,IN,46772,,4bf0f3521527a279
-85.0375872,40.7619486,,W 100 N,,DECATUR,,IN,46733,,60bb1dacb2c86808
-85.0327751,40.7645235,1441,N 500 W,,DECATUR,,IN,46733,,d90b469ea08a134c
-85.0202035,40.7937727,,N 400 W,,DECATUR,,IN,46733,,183be8904ca4b201
-85.0656027,40.7441944,,W STATE ROAD 124,,DECATUR,,IN,46733,,38ebe50394171c07
-85.01413,40.8014689,3971,N 400 W,,DECATUR,,IN,46733,,eec2b80990d2bfb2
-85.0199151,40.8040809,4125,N 450 W,,DECATUR,,IN,46733,,6296e1ec8bff0ab7
